movieCd,movieNm,audiAcc,salesAcc,targetDt
20246489,미션 임파서블: 파이널 레코닝,3380750,33145936990,20250708
20254466,위드 러브,2830,19810000,20250513
20253766,파이널 데스티네이션 블러드라인,73955,742448150,20250527
20253224,"다시 만날, 조국",19208,173700820,20250520
20246048,세븐 베일즈	,2668,17491700,20250514
20254861,라이즈 오디세이 프리미어 인 시네마,12818,78632000,20250518
20247590,릴로 & 스티치,479871,4522471310,20250622
20248633,주차금지,15024,112840070,20250527
20254687,"부정선거, 신의 작품인가",30218,270813360,20250528
20244961,그리드맨 유니버스,10017,81149220,20250604
20253956,나를 모르는 그녀의 세계에서,20221,176731200,20250526
20211791,하이파이브,1881386,17451913470,20250708
20254602,씨너스: 죄인들,68775,776901430,20250617
20254607,페니키안 스킴,24507,227709950,20250604
20254485,미야자키 하야오: 자연의 영혼,13536,111918700,20250604
20254481,알사탕,126815,634085000,20250706
20231495,소주전쟁,274568,2571461590,20250617
20254525,기타맨,8038,63848500,20250605
20254722,신명,779927,7425619380,20250715
20253094,아마데우스 오리지널 리마스터링,9457,92175300,20250610
20254805,단다단: 사안,1419,13531100,20250605
20247176,드래곤 길들이기,1769551,17749399130,20250717
20253922,브링 허 백,57349,484543000,20250618
20254931,인피니트 15주년 콘서트 리미티드 에디션 더 무비,14570,364237500,20250621
20236522,태양의 노래,19472,172233900,20250617
19990140,인생은 아름다워,155100,1110795500,20250624
20247591,엘리오,594716,5459579720,20250715
20233220,노이즈,1663490,16323745730,20250729
19930153,클리프행어 리마스터드,7104,43248000,20250620
20253923,극장판 닌자보이 란타로: 도쿠타케 닌자대 최강의 군사,27366,259546220,20250618
20255201,탐정 키엔: 사라진 머리,9879,112919800,20250624
20244993,기빗올: 우리들의 썸머,1372,11564800,20250618
20253114,28년 후,361365,3243528260,20250716
20255168,"극장판 뱅드림! 잇츠 마이고!!!!! 후편: 노래하자, 우리가 될 수 있는 노래 & 필름 라이브",3418,29417460,20250619
20254122,퀴어,14086,143900900,20250624
20254237,무명 無名,61049,575823500,20250715
20254501,F1 더 무비,2519637,27114945240,20250729
20030401,바람계곡의 나우시카,53209,504836880,20250709
19980211,라이언 일병 구하기,27283,236842130,20250714
20252527,쥬라기 월드: 새로운 시작,2188001,20852507050,20250729
20249729,슈퍼맨,851262,8603287560,20250729
20247638,괴기열차,96873,898683010,20250722
20254275,킹 오브 킹스,804285,7610124956,20250729
20255749,영화 코바야시네 메이드래곤 외로움쟁이 용,9422,88523700,20250714
19930253,델마와 루이스 ,22409,158685600,20250711
20255397,극장판 도라에몽: 진구의 그림이야기,81338,707911100,20250729
20254824,명탐정 코난: 척안의 잔상,561658,5529198300,20250729
20255645,세븐틴 월드 투어 '비 더 선',4293,85859500,20250712
20233227,전지적 독자 시점,742424,7405910160,20250729
20252526,메간 2.0,19491,185613950,20250722
20242717,커미션,11601,80583360,20250722
20255884,이상한 집,15344,140273000,20250720
20241941,좀비딸,21710,197048000,20250725
20256032,대탈출 : 더 스토리 특별판,1583,15723500,20250723
20252552,판타스틱 4: 새로운 출발,406342,4488685320,20250729
20254603,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,95096,894128280,20250729
20247460,배드 가이즈 2,10736,106656000,20250726
